urn,Label,Description,Status,Redirect,StemClass
urn:cite2:hmt:pers:pers611,Anacreon,"6th century BCE, Greek lyric poet, noted for drinking songs and hymns, one of the cannonical nine lyric poets",proposed,,
urn:cite2:hmt:pers:pers612,Demetrius Gonypesus,a grammarian of unknown origin who lived before A.D.35,proposed,  ,
urn:cite2:hmt:pers:pers613,Amopaon,"a Trojan, son of Polypaemon, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers614,Telamon,"son of the king Aeacus of Aegina, and Endeïs and brother of Peleus, father of Ajax and Teucer by different mothers",proposed,,
urn:cite2:hmt:pers:pers615,Diogenes,"a grammarian, not otherwise distinguishable in the scholia",proposed,,
urn:cite2:hmt:pers:pers616,Cerberus,the multi-headed dog that guards the Underworld,proposed,,
urn:cite2:hmt:pers:pers617,Ascalaphus,"Son of Ares and Astyoche, King of Orchomenus, died in the Trojan War as a result of a spear thrown by Deiphobus",proposed,,
urn:cite2:hmt:pers:pers618,Medusa,the Gorgon,proposed,,
urn:cite2:hmt:pers:pers619,Styx,"a goddess, daughter of Oceanus and Tethys, binds gods oaths",proposed,,
urn:cite2:hmt:pers:pers620,Nemesis,"also called Rhamnousia/Rhamnusia and Adrasteia, goddess of revenge",proposed,,
urn:cite2:hmt:pers:pers621,Ophion,"or Ophioneus, ruled the world with Eurynome before the two of them were cast down by Cronus and Rhea",proposed,,
urn:cite2:hmt:pers:pers622,Heraclides Milesius,a grammarian,proposed,,
urn:cite2:hmt:pers:pers623,Alcaeus,"a famous lyric poet from Lesbos, one of the cannonical nine",proposed,,
urn:cite2:hmt:pers:pers624,Lampus,one of Hector's horses,proposed,,
urn:cite2:hmt:pers:pers625,Aethon,one of Hector's horses,proposed,,
urn:cite2:hmt:pers:pers626,Xanthus, one of Hector's horses,proposed,,
urn:cite2:hmt:pers:pers627,Neoteles,a disciple of Aristarchus,proposed,,
urn:cite2:hmt:pers:pers628,Eumolpus,Eumolpus became one of the first priests of Demeter and one of the founders of the Eleusinian Mysteries,proposed,,
urn:cite2:hmt:pers:pers629,Alastor,a Greek who bore injured Teucer to safety,proposed,,
urn:cite2:hmt:pers:pers630,Agelaus,"a Trojan, son of Phradmon",proposed,,
urn:cite2:hmt:pers:pers631,Orsilochus,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers632,Ormenus,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers633,Ophelestes,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers634,Daetor,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers635,Chromius,"a Trojan (not the son of Priam), slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers636,Lycophontes,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers637,Melanippus,"a Trojan, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers638,Gorgythion,"son of Priam and Castianeira, slain by Teucer",proposed,,
urn:cite2:hmt:pers:pers639,Castianeira,the mother of Gorgythion,proposed,,
urn:cite2:hmt:pers:pers640,Mecisteus,"son of Echius, companion of Antilochus, slain by Polydamas",proposed,,
urn:cite2:hmt:pers:pers641,Echius,father of Mecisteus,proposed,,
urn:cite2:hmt:pers:pers642,Epeius,"Epeius, son of King Endymion of Elis, eponymous ancestor of the Epeians a tribe of Northern Elis",proposed,,
urn:cite2:hmt:pers:pers643,Eurypyle,"also called Eurycyda, daughter of Endymion, sister of Epeius, and mother of Eleius",proposed,,
urn:cite2:hmt:pers:pers644,Endymion,"King of Elis, father of Eurypyle and Epeius",proposed,,
urn:cite2:hmt:pers:pers645,Chloris,"sea nymph, had children by Neleus",proposed,,
urn:cite2:hmt:pers:pers646,Chronius,son of Neleus by Chloris,proposed,,
urn:cite2:hmt:pers:pers647,Epicles,"of Troy, a Lycian or Trojan prince killed by Ajax, comrade of Sarpedon",proposed,,
urn:cite2:hmt:pers:pers648,Hippolochus,"father of Glaucus, son of Bellerophon",proposed,,
urn:cite2:hmt:pers:pers649,Alcmaon,"a Greek, son of Thestor",proposed,,
urn:cite2:hmt:pers:pers650,Actor,"son of Phorbas and Hyrmine, thus a brother of Augeas,king of Elis, married Molione, father of Eurytus and Cteatus",proposed,,
urn:cite2:hmt:pers:pers651,Molione,"wife of Actor, mother of Cteatus and Eurytus",propopsed,,
urn:cite2:hmt:pers:pers652,Pandion,"a Greek, companion to Teucer",proposed,,
urn:cite2:hmt:pers:pers653,Agenor,son of Antenor and Theano,proposed,,
urn:cite2:hmt:pers:pers654,Cinyras,King of Cyprus during the Trojan War,proposed,,
urn:cite2:hmt:pers:pers655,Pius,"a Greek grammarian, possibly dating to the 2nd or 3rd century AD",proposed,,
urn:cite2:hmt:pers:pers656,Antipater,1st century Greek physician and author of On the Soul,proposed,,
urn:cite2:hmt:pers:pers657,Archilochus,7th c. BC Greek Lyric poet,proposed,,
urn:cite2:hmt:pers:pers658,Lycambes,Object of Archilochus' anger in his poetry,proposed,,
urn:cite2:hmt:pers:pers659,Themis,Goddess of divine law and order,proposed,,
urn:cite2:hmt:pers:pers660,Podaleirios,"or  Podalirius, son of Ascleipius",proposed,,
urn:cite2:hmt:pers:pers661,Mulius,"an Epeian, son-in-law of Augeas, slain by Nestor",proposed,,
urn:cite2:hmt:pers:pers662,Agamede,"wife of Mulius, daughter of Augeas",proposed,,
urn:cite2:hmt:pers:pers663,Hieronymus,"of Rhodes, Peripatetic philosopher who wrote on poets and a commentary of Aspis of Hesiod",proposed,,
urn:cite2:hmt:pers:pers664,Medea,"witch, wife of Jason",proposed,,
urn:cite2:hmt:pers:pers665,Aeetes,Medea's father,proposed,,
urn:cite2:hmt:pers:pers666,Pandion,father of Aegeus,proposed,,
urn:cite2:hmt:pers:pers667,Crates,"of Mallus, fl. 2nd century BCE,  Greek language grammarian and Stoic philosopher, leader of the literary school and head of the library of Pergamum, wrote  a critical and exegetical commentary on Homer",proposed,,
urn:cite2:hmt:pers:pers668,Aian,"childhood friend killed by Patroclus over a dice game, alternative tradition to Clysonymus",proposed,,
urn:cite2:hmt:pers:pers669,Demetrius of Scepsis,"Greek grammarian, contemporary of Aristarchus",proposed,,
urn:cite2:hmt:pers:pers670,Aeschrion,"or Aischrion, of Samos, an iambic poet, not to be confused with the epic poet of the same name",proposed,,
urn:cite2:hmt:pers:pers671,Eurus,the personification of the East wind,proposed,,
urn:cite2:hmt:pers:pers672,Emathion,"king of Ethiopia, son of Tithonos",proposed,,
urn:cite2:hmt:pers:pers673,Strymo,"water nymph, mother of Tithonus (not the same as Strymon)",proposed,,
urn:cite2:hmt:pers:pers674,Bias,"father of Cinyras, an alternative geneology known only in the scholia",proposed,,
urn:cite2:hmt:pers:pers675,Dardanus,son of Zeus and Electra and founder of Dardania in the Troad,proposed,,
urn:cite2:hmt:pers:pers676,Theano,"Trojan priestess of Athena, wife of Antenor",proposed,,
urn:cite2:hmt:pers:pers677,Eurytus,"King of Oechalia, son of Melaneus, Archer who challenged Apollo and lost",proposed,,
urn:cite2:hmt:pers:pers678,Herodicus,Greek athletic physician,proposed,,
urn:cite2:hmt:pers:pers679,Praxagoras,Greek physician who wrote on the humors and circulation; On Pulses,proposed,,
urn:cite2:hmt:pers:pers680,Chrysippus,"of Cnidos, Greek physician; contemporary of Praxagoras; wrote treatises on vegetables",proposed,,
urn:cite2:hmt:pers:pers681,Leuconotus,personification of the SSW wind,proposed,,
urn:cite2:hmt:pers:pers682,Chromius,son of Neleus and Chloris,proposed,,
urn:cite2:hmt:pers:pers683,Amerias,"a Macedonian lexographer, flourished in the 3rd century BCE",proposed,,
urn:cite2:hmt:pers:pers684,Sappho,Lyric poetess from Lesbos,proposed,,
urn:cite2:hmt:pers:pers685,Theia,Titaness who gave birth to Selene,proposed,,
urn:cite2:hmt:pers:pers686,Helicaon,"son of Antenor, husband of Laodice", proposed,,
urn:cite2:hmt:pers:pers687,Laodice,"most beautiful of the daughters of Priam, wife of Helicaon", proposed,,
urn:cite2:hmt:pers:pers688,Aethra,"handmaiden of Helen, daughter of Pittheus, mother of Theseus",proposed,,
urn:cite2:hmt:pers:pers689,Klymene,handmaiden of Helen,proposed,,
urn:cite2:hmt:pers:pers690,Panthous,"son of Othryas, elder of Troy",proposed,,
urn:cite2:hmt:pers:pers691,Thymoetes,"also spelled Thymoitos, son of Laomedon, elder of Troy",proposed,,
urn:cite2:hmt:pers:pers692,Hicetaon,"son of Laomedon, elder of Troy",proposed,,
urn:cite2:hmt:pers:pers693,Mygdon,"son of Acmon, lead the Phyrgians against the Amazons before the Trojan War",proposed,,
urn:cite2:hmt:pers:pers694,Otreus,"companion of Mydgon, fought against the Amazons before the Trojan War",proposed, ,
urn:cite2:hmt:pers:pers695,Idaeus,Trojan herald,proposed, ,
urn:cite2:hmt:pers:pers696,Dryas,king of the Lapiths,proposed,,
urn:cite2:hmt:pers:pers697,Polyphemus,"a Lapith, not the cyclops",proposed,,
urn:cite2:hmt:pers:pers698,Briseus,father of Briseis,proposed,,
urn:cite2:hmt:pers:pers699,Acamas,"son of Eussorus, leader of the Thracian troops, killed by Ajax",proposed,,
urn:cite2:hmt:pers:pers700,Eussorus,"father of Acamas, from Thrace",proposed,,
urn:cite2:hmt:pers:pers701,Axylus,"son of Teuthranus, from Arisbe, killed by Diomedes",proposed,,
urn:cite2:hmt:pers:pers702,Calesius,"charioteer of Axylus, killed by Diomedes",proposed,,
urn:cite2:hmt:pers:pers703,Opheltius,Trojan slain by Euryalus,proposed,,
urn:cite2:hmt:pers:pers704,Dresus,Trojan slain by Euryalus,proposed,,
urn:cite2:hmt:pers:pers705,Aesepus,"son of Abarbarea and Bucolion, twin brother of Pedasus",proposed,,
urn:cite2:hmt:pers:pers706,Pedasus,"son of Abarbarea and Bucolion, twin brother of Aesepus",proposed,,
urn:cite2:hmt:pers:pers707,Abarbarea,"a fountain nymph, wife of Bucolion",proposed,,
urn:cite2:hmt:pers:pers708,Bucolion,"son of the Trojan king Laomedon and the nymph Calybe, husband of Abarbarea",proposed,,
urn:cite2:hmt:pers:pers709,Astyalus,Trojan slain by Polypoetes,proposed, ,
urn:cite2:hmt:pers:pers710,Pidytes,"from Percote, slain by Odysseus",proposed,,
urn:cite2:hmt:pers:pers711,Aretaon,Trojan slain by Teucer,proposed,,
urn:cite2:hmt:pers:pers712,Antilochus,"son of Nestor, slain by Memnon",proposed,,
urn:cite2:hmt:pers:pers713,Alerus,Trojan slain by Antilochus,proposed,,
urn:cite2:hmt:pers:pers714,Elatus,"from Pedasus, killed by Agamemnon",proposed,,
urn:cite2:hmt:pers:pers715,Phylacus,Trojan killed by Leitus,proposed,,
urn:cite2:hmt:pers:pers716,Melanthius,Trojan slain by Eurypylus,proposed,,
urn:cite2:hmt:pers:pers717,Adrastus,Trojan slain by Menelaus,proposed, ,
urn:cite2:hmt:pers:pers718,Lycurgus,"of Thrace. persecuted Dionysus, and he was father of Dryas",proposed,,
urn:cite2:hmt:pers:pers719,Glaucus,"son of Sisyphus, father of Bellerophon",proposed,,
urn:cite2:hmt:pers:pers720,Bellerophon,"son of Glacus, slayer of the Chimera",proposed, ,
urn:cite2:hmt:pers:pers721,Proetus,"son of Abas, king of Tiryns, husband of Anteia",proposed,,
urn:cite2:hmt:pers:pers722,Anteia,"daughter of the Lycian Iobates, wife of Proetus, also called Stheneboea or Stheneboia",proposed,,
urn:cite2:hmt:pers:pers723,Solymus,"eponymous founder of the Solymi in Pisidia, Lycia, son of either Zeus or Ares;",proposed,,
urn:cite2:hmt:pers:pers724,Isander,son of Bellerophon,proposed,,
urn:cite2:hmt:pers:pers725,Laodamia,"daughter of Bellerophon, mother of Sarpedon by Zeus, also called Deidamia",proposed,,
urn:cite2:hmt:pers:pers726,Astyanax,son of Hector and Andromache,proposed,,
urn:cite2:hmt:pers:pers727,Ialmenus,"son of Ares, leader of Boeotians",proposed,,
urn:cite2:hmt:pers:pers728,Astyoche,mother of Ascalaphus,proposed,,
urn:cite2:hmt:pers:pers729,Epistrophus,"son of Iphitus, commander of the Phocians",proposed,,
urn:cite2:hmt:pers:pers730,Menestheus,"on of Peteos, leader of the Athenians, renowned as a chariot-fighter",proposed,,
urn:cite2:hmt:pers:pers731,Capanaeus,father of Sthenelus,proposed,,
urn:cite2:hmt:pers:pers732,Diores,"son of Amarynceus, leader of the Epeians",proposed,,
urn:cite2:hmt:pers:pers733,Polyxenus,"or Polyxeinus, son of Agasthenes, a chief of the Epeians",proposed,,
urn:cite2:hmt:pers:pers734,Agasthenes,"father of Polyxenus, son of Augeas, king of Elis",proposed,,
urn:cite2:hmt:pers:pers735,Thoas,"son of Andraemon, king of Pleuron and Calydon in Aetolia",proposed,,
urn:cite2:hmt:pers:pers736,Andraemon,king of the Aetolians in Calydon,proposed,,
urn:cite2:hmt:pers:pers737,Astyoche,"or Astyocheia, mother of Tlepolemus",proposed,,
urn:cite2:hmt:pers:pers738,Nireus,"son of Charopus and Aglaia, of Syme, the handsomest of the Greeks before Troy, next to Achilles",proposed,,
urn:cite2:hmt:pers:pers739,Aglaea,"or Agalaia, mother of Nireus, a nymph",proposed,,
urn:cite2:hmt:pers:pers740,Charops,"king of Syme, father of Nireus",proposed,,
urn:cite2:hmt:pers:pers741,Eurypylus,"son of Poseidon and Astypalaea, from the island of Cos",proposed,,
urn:cite2:hmt:pers:pers742,Pheidippus,son of Thessalus,proposed,,
urn:cite2:hmt:pers:pers743,Antiphus,"a Heraclid, son of Thessalus, a leader of Greek islanders",proposed,,
urn:cite2:hmt:pers:pers744,Mynes,"son of Evenus, slain by Achilles",proposed,,
urn:cite2:hmt:pers:pers745,Epistrophus,"son of Evenus, slain by Achilles",proposed,,
urn:cite2:hmt:pers:pers746,Evenus,"son of Selepius, king of Thebes in the Troad",proposed,,
urn:cite2:hmt:pers:pers747,Podarces,"son of Iphiclus, brother of Protesilaus, chief of the contingent from Phylace and Pyrasus",proposed,,
urn:cite2:hmt:pers:pers748,Admetus,"husband of Alcestis, and father of Eumelus",proposed,,
urn:cite2:hmt:pers:pers749,Alcestis,"Alcestis, daughter of Pelias, wife of Admetus of Pherae, and mother of Eumelus",proposed,,
urn:cite2:hmt:pers:pers750,Pelias,father of Alcestis,proposed,,
urn:cite2:hmt:pers:pers751,Medon,"son of Oileus, stepbrother of Ajax, from Phylace, chief of the warriors from Methone in Phthia, slain by Aeneas",proposed,,
urn:cite2:hmt:pers:pers752,Rhene,"concubine of Oileus, mother of Medon",proposed,,
urn:cite2:hmt:pers:pers753,Gouneus,leader of two tribes of Pelasgians,proposed,,
urn:cite2:hmt:pers:pers754,Aesyetes,father of Antenor,proposed,,
urn:cite2:hmt:pers:pers755,Myrine,"an Amazon, whose funeralmound is called Bateia by men",proposed,,
urn:cite2:hmt:pers:pers756,Adrastus,"son of Merops, the king of Percote, and brother to Amphius, Mysian leader, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers757,Amphius,"a Trojan chief, son of Merops",proposed,,
urn:cite2:hmt:pers:pers758,Hippothous,"a leader of the Pelasgians, son of Lethus, slain by Ajax",proposed,,
urn:cite2:hmt:pers:pers759,Pylaeus,"son of Lethus,brother of Hippothous, Trojan ally,Pelasgian commander",proposed,,
urn:cite2:hmt:pers:pers760,Lethus,"son of Teutamus, and father of Hippothous and Pylaeus",proposed,,
urn:cite2:hmt:pers:pers761,Peirous,"son of Imbrasus, a chief of the Thracians, slain by Thoas",proposed,,
urn:cite2:hmt:pers:pers762,Euphemus,"son of Troezenus, and leader of the Ciconians",proposed,,
urn:cite2:hmt:pers:pers763,Troezenus,"son of Ceas, father of Euphemus",proposed,,
urn:cite2:hmt:pers:pers764,Pyraechmes,"a chief of the Paeonians, an ally of the Trojans, slain by Patroclus",proposed,,
urn:cite2:hmt:pers:pers765,Epistrophus,leader of the Halizones,proposed,,
urn:cite2:hmt:pers:pers766,Chromius,"or Chromis, cheif of the Mysians",proposed,,
urn:cite2:hmt:pers:pers767,Ennomus,"a Mysian seer, slain by Achilles",proposed,,
urn:cite2:hmt:pers:pers768,Phorcys,"a Phrygian, the son of Phaenops, slain by Ajax",proposed,,
urn:cite2:hmt:pers:pers769,Ascanius,leader of the Phrygians,proposed,,
urn:cite2:hmt:pers:pers770,Mesthles,"son of Talaemenes, leader of the Maeonians",proposed,,
urn:cite2:hmt:pers:pers771,Antiphus,"son of Talaemenes, an ally of the Trojans",proposed,,
urn:cite2:hmt:pers:pers772,Talaemenes,leader of the Maeonians,proposed,,
urn:cite2:hmt:pers:pers773,Nastes,"son of Nomion, leader of the Carians, slain by Achilles",proposed,,
urn:cite2:hmt:pers:pers774,Amphimachus,"son of Nomion, a leader of the Carians",proposed,,
urn:cite2:hmt:pers:pers775,Nomion,father of Nastes and Amphimacus of Caria,proposed,,
urn:cite2:hmt:pers:pers776,Abas,"the son of Poseidon and Arethusa, founded a tribe known as the Abantians or Abantes",poropsed,,
urn:cite2:hmt:pers:pers777,Lelex,mythological founder of the Leleges,proposed,,
urn:cite2:hmt:pers:pers778,Peisander,"Epic poet of Camirus in Rhodes, author of the Heracleia",proposed,,
urn:cite2:hmt:pers:pers779,Panyassis,"Epic poet of Halicarnassus, author of the Heracleia, also known as Panyasis",proposed,,
urn:cite2:hmt:pers:pers780,Proclus,"Eutychius, grammarian and author of the Chrestomathy",proposed,,
urn:cite2:hmt:pers:pers781,Maion,proposed father of Homer,proposed,,
urn:cite2:hmt:pers:pers782,Damastes,ancient biographer of Homer,proposed,,
urn:cite2:hmt:pers:pers783,Dios,Father of Hesiod,proposed,,
urn:cite2:hmt:pers:pers784,Apellis,proposed grandfather of Homer and Hesiod,proposed,,
urn:cite2:hmt:pers:pers785,Melanopus,father of Apellis,proposed,,
urn:cite2:hmt:pers:pers786,Epiphrades,father of Melanopus,proposed,,
urn:cite2:hmt:pers:pers787,Chariphemus,father of Epiphrades,proposed,,
urn:cite2:hmt:pers:pers788,Philoterpes,father of Chariphemus,proposed,,
urn:cite2:hmt:pers:pers789,Idmonides,father of Philoterpes,proposed,,
urn:cite2:hmt:pers:pers790,Eucles,father of Idmonides,proposed,,
urn:cite2:hmt:pers:pers791,Dorion,"father of Eucles, son of Orpheus",proposed,,
urn:cite2:hmt:pers:pers792,Gorgias,Pre-Socratic philosopher of Leontini,proposed,,
urn:cite2:hmt:pers:pers793,Musaeus,"proposed ancestor of Homer, attributed with a Titanomachia and a Theogonia",proposed,,
urn:cite2:hmt:pers:pers794,Creophylus,"Epic poet of Samos or Chios, author of the Capture of Oichalia",proposed,,
urn:cite2:hmt:pers:pers795,Xenon,ancient scholar who rejected the Homeric composition of the Odyssey,proposed,,
urn:cite2:hmt:pers:pers796,Neoptolemos,son of Achilles and Deidamia,proposed,,
urn:cite2:hmt:pers:pers797,Demophon,son of Theseus,proposed,,
urn:cite2:hmt:pers:pers798,Acamas,son of Theseus,proposed,,
urn:cite2:hmt:pers:pers799,Polyxena,"youngest of the daughters of Priam, slaughtered on the tomb of Achilles",proposed,,
urn:cite2:hmt:pers:pers800,Agias,"from Troezen, proposed author of the Nostoi",proposed,,
urn:cite2:hmt:pers:pers801,Tiresias,blind seer of Thebes,proposed,,
urn:cite2:hmt:pers:pers802,Molossus,"son of Neoptolemos and Andromache, ancestor of the Mollossians",proposed,,
urn:cite2:hmt:pers:pers803,Pylades,"Son of King Strophius of Phocis and of Anaxibia, cousin of Orestes",proposed,,
urn:cite2:hmt:pers:pers804,Eugammon,proposed author of the Telegonia,proposed,,
urn:cite2:hmt:pers:pers805,Agamedes,"son of Erginus, stepson of Trophonius",proposed,,
urn:cite2:hmt:pers:pers806,Callidice,queen of the Thesprotians,proposed,,
urn:cite2:hmt:pers:pers807,Polypoetes,son of Odysseus and Callidice,proposed,,
urn:cite2:hmt:pers:pers808,Telegonus,son of Odysseus and Circe,proposed,,
urn:cite2:hmt:pers:pers809,Arctinus,"Epic poet of Miletus, proposed author of the Aithiopis",proposed,,
urn:cite2:hmt:pers:pers810,Lesches,"Epic poet of Lesbos, proposed author of the Little Iliad",proposed,,
urn:cite2:hmt:pers:pers811,Laocoon,Trojan priest who suggested destroying the Horse,proposed,,
urn:cite2:hmt:pers:pers812,Sinon,Greek solider left behind at Troy to fool the Trojans,proposed,,
urn:cite2:hmt:pers:pers813,Cassandra,"Trojan priestess gifted with prophetic sight, but doomed to be ignored",proposed,,
urn:cite2:hmt:pers:pers814,Hadrian,Roman emperor famed for his philhellenism,proposed,,
urn:cite2:hmt:pers:pers815,Aros,"Homeric scholar cited in the authority list on 9v of the VA, possibly Horus, and erroneous reference to Horapollo, who wrote a commentary on Homer",proposed,,
urn:cite2:hmt:pers:pers816,Niobe,"daughter of Tantalus, her hubris leads to the death of her children",proposed,,
urn:cite2:hmt:pers:pers817,Peisistratus,"or Pisistratus, a son of Neleus",proposed,,
urn:cite2:hmt:pers:pers818,Alcimos,"or Alcumus, a son of Neleus",proposed,,
urn:cite2:hmt:pers:pers819,Hypsenor,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers820,Pylaemenes,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers821,Lysimachus,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers822,Hippocoon,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers823,Peisenor,"or Pisenor, a son of Neleus",proposed,,
urn:cite2:hmt:pers:pers824,Hippolochus,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers825,Agesilaus,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers826,Lysippus,a son of Neleus,proposed,,
urn:cite2:hmt:pers:pers827,Mnesioche,"supposed daughter of an unknown Amphidamas, possible wife of Nestor",proposed,,
urn:cite2:hmt:pers:pers828,Amphidamas,"the otherwise unknown father of Mnesioche, a wife of Nestor according to the scholia",proposed,,
urn:cite2:hmt:pers:pers829,Zeno,"Pre-Socratic philosopher from Elea, famous for hs paradoxes",proposed,,
urn:cite2:hmt:pers:pers830,Chamaeleon,a Peripatetic philosopher from Heraclea Pontica who wrote on Greek poetry,proposed,,
urn:cite2:hmt:pers:pers831,Pronome,"daughter of Clytius and Laothoe, also spelled Pronoe",proposed,,
urn:cite2:hmt:pers:pers832,Phegeus,son of Dares,proposed,,
urn:cite2:hmt:pers:pers833,Idaeus,son of Dares,proposed,,
urn:cite2:hmt:pers:pers834,Borus,"Maeonian, father of Phaestus",proposed,,
urn:cite2:hmt:pers:pers835,Strophius,father of Scamandrius,proposed,,
urn:cite2:hmt:pers:pers836,Scamandrius,"son of Strophius, a Trojan, slain by Menelaus",proposed,,
urn:cite2:hmt:pers:pers837,Hypsenor,"son of Dolopion, Trojan slain by Eurypylus",proposed,,
urn:cite2:hmt:pers:pers838,Dolopion,"Trojan, father of Hypsenor",proposed,,
urn:cite2:hmt:pers:pers839,Astynous,a Trojan leader,proposed,,
urn:cite2:hmt:pers:pers840,Hyperion,"a Trojan, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers841,Abas,"a Trojan, son of Eurydamas, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers842,Polyidus,"or Polyeidus, son of Eurydamas, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers843,Xanthus,"son of Phaenops, a Trojan, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers844,Thoon,"son of Phaenops,slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers845,Phaenops,"a Trojan, father of Xanthus and Thoon",proposed,,
urn:cite2:hmt:pers:pers846,Eurydamas,"trojan, father of Abas and Polydius",proposed,,
urn:cite2:hmt:pers:pers847,Echemmon,"a son of Priam, slain by Diomedes",proposed,,
urn:cite2:hmt:pers:pers848,Ochesius,"an Aetolian, father of Periphas",proposed,,
urn:cite2:hmt:pers:pers849,Orestes,a Greek slain by Hector,proposed,,
urn:cite2:hmt:pers:pers850,Teuthras,"a Greek from Magnesia, slain by Hector",proposed,,
urn:cite2:hmt:pers:pers851,Oenomaus,"an Aetolian, slain by Hector",proposed,,
urn:cite2:hmt:pers:pers852,Trechus,"an Aetolian, slain by Hector",proposed,,
urn:cite2:hmt:pers:pers853,Helenus,"a Greek, son of Oenopion",proposed,,
urn:cite2:hmt:pers:pers854,Oresbius,"a Boeotian from Hyle, slain by Hector",proposed,,
urn:cite2:hmt:pers:pers855,Deipylus,"a Greek, comrade of Sthenelus",proposed,,
urn:cite2:hmt:pers:pers856,Dione,mother of Aphrodite,proposed,,
urn:cite2:hmt:pers:pers857,Aloeus,"father of Otus and Ephialtes, husband of Iphimedia",proposed,,
urn:cite2:hmt:pers:pers858,Eriboea,"the second wife of Aloeus, step-mother of Otus and Ephialtes",proposed,,
urn:cite2:hmt:pers:pers859,Aegialeia,the daughter of Adrastus,proposed,,
urn:cite2:hmt:pers:pers860,Alke,personification of the abstract concept of courage and strength,proposed,,
urn:cite2:hmt:pers:pers861,Ioke,personification of pursuit or rout,proposed,,
urn:cite2:hmt:pers:pers862,Menesthes," a Greek, slain by Hector,",proposed,,
urn:cite2:hmt:pers:pers863,Anchialus,"a Greek, slain by Hector,",proposed,,
urn:cite2:hmt:pers:pers864,Amphius,"son of Selagus, from Paesus, an ally of the Trojans",proposed,,
urn:cite2:hmt:pers:pers865,Selagus,"father of Amphius, from Paesus",proposed,,
urn:cite2:hmt:pers:pers866,Deicoon,comrade of Aeneas,proposed,,
urn:cite2:hmt:pers:pers867,Diocles,"son of Orsilochus of Pherae, father of Orsilochus and Crethon",proposed,,
urn:cite2:hmt:pers:pers868,Crethon,"son of Diocles, slain by Aeneas",proposed,,
urn:cite2:hmt:pers:pers869,Orsilochus,"son of Diocles, slain by Aeneas, not to be confused with his grandfather of the same name",proposed,,
urn:cite2:hmt:pers:pers870,Orsilochus,"father of Diocles, son of Alpheius",proposed,,
urn:cite2:hmt:pers:pers871,Coeranus,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers872,Alastor,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers873,Chromius,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers874,Alcandrus,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers875,Noëmon,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers876,Prytanis,a Lycian slain by Odysseus,proposed,,
urn:cite2:hmt:pers:pers877,Pelagon,attendant of Sarpēdon,proposed,,
urn:cite2:hmt:pers:pers878,Mydon,"son of Atymnius, charioteer of Pylaemenes, slain by Antilochus",proposed,,
urn:cite2:hmt:pers:pers879,Deipyros,a Greek killed by Helenus,proposed,,
urn:cite2:hmt:pers:pers880,Thrasymedes,the eldest son of Nestor,proposed,,
urn:cite2:hmt:pers:pers881,Othryoneus,"from Cabesos, ally of Troy, suitor of Cassandra",proposed,,
urn:cite2:hmt:pers:pers882,Melas,"son of Portheus, from Calydon",proposed,,
urn:cite2:hmt:pers:pers883,Adrastus,"Argive king, son of Talaus and Lysimache",proposed,,
urn:cite2:hmt:pers:pers884,Deipyle,"daughter of Adrastus and Amphithea, wife of Tydeus, mother of Diomedes",proposed,,
urn:cite2:hmt:pers:pers885,Lycopeus,relative of Tydeus whom he killed resulting in Tydeus' exile,proposed,,
urn:cite2:hmt:pers:pers886,Alcathous,"relative of Tydeus, possibly a brother, whom he killed resulting in Tydeus' exile",proposed,,
urn:cite2:hmt:pers:pers887,Tethys,"Daughter of Uranus and Gaea, wife of Oceanus",proposed,,
urn:cite2:hmt:pers:pers888,Macedon,"or Makedon, eponymous ancestor of Macedonia,son of Zeus and Aithria",propsoed,,
urn:cite2:hmt:pers:pers889,Aithria,"mother of Macedon by Zeus, also known as Thyia or Aithyia",proposed,,
urn:cite2:hmt:pers:pers890,Pierus,"son of Macedon, eponymous ancestor of Pieria",proposed,,
